z,M,lon,lat
0.69150787,1.61209773,2.31948614,1.37620388
0.52186236,3.02909004,0.30556448,1.05527300
0.69161825,1.20856538,1.83856749,1.10498882
0.98845058,1.40273330,0.80330632,2.11207302
0.35950221,2.18715966,2.16015481,0.59822026
0.54838740,1.22887636,2.91689808,2.45936514
0.42749026,3.21716265,2.01344574,2.42289264
0.65798353,1.18944872,3.44903624,0.97416569
0.72613446,2.85267416,1.30433093,1.95019661
0.11163045,1.10807964,1.00869669,0.91944734
0.53149567,1.42782569,5.38845281,1.24322709
0.41120824,1.06120451,4.63712962,1.53017698
0.12194187,1.08093873,5.45502043,1.00764664
0.49001736,1.11824296,1.55809936,2.00591233
0.49533291,1.25733576,2.73410041,1.59793050
0.70066087,1.62835442,5.57099253,0.83846879
0.71808658,1.23268206,5.42228077,0.72231995
0.83968720,1.51790399,1.18231156,2.97483877
0.69828177,1.06036298,5.48964044,0.54684281
1.09631620,2.28799849,1.77174928,1.21278484
0.64268359,1.15314291,4.86965904,1.36589264
0.65337782,1.07907875,3.49304066,1.71727871
0.20513133,3.04841130,1.44792224,1.58249746
0.64690443,1.42099094,3.86922986,1.92431566
0.90920452,1.43969507,0.21735382,2.31097454
1.28226609,1.28861043,0.21406788,1.90148675
0.26404128,2.19191743,1.92977609,0.63841759
0.31632178,1.13174272,4.52766229,0.67864473
0.45454717,2.14470385,4.53462051,2.25117139
1.85765735,1.03392364,5.70780355,1.98500334
0.77231508,1.09114139,2.67068327,1.88906117
0.57215400,2.63528433,0.55691656,0.33297782
0.72085261,1.77258578,5.33481008,0.55457983
0.51432566,4.84276500,4.20127342,1.30731778
1.20463225,1.39751357,1.23544385,1.71456010
0.58186388,1.00898176,2.73130205,0.87722195
0.29895157,1.67830078,5.48032159,1.80876397
0.56407084,1.25059483,4.53709248,1.70810478
0.47583886,3.88326595,5.33824651,1.18104272
0.69120699,2.36963172,4.66431749,1.46573385
0.67424600,1.94761921,6.04710373,2.11606471
0.36043406,1.43082270,3.53607744,1.97214721
0.91468011,1.33950196,2.01255808,0.66214884
0.78094999,7.45051701,5.17323883,0.36578650
0.16551199,1.33473987,5.45172200,1.71031054
0.63478152,1.11605125,2.73260578,0.92365854
0.19074174,1.81089451,3.71577829,0.80671004
0.78639603,2.90095952,3.49313148,2.03390915
0.78515540,1.23466709,5.66541996,0.70044949
0.67701948,1.18324045,3.88590127,1.47292475
0.67277972,1.01803812,4.74696942,1.20869508
0.66243391,1.25895363,1.72944352,1.32409410
0.31026937,1.09983847,1.76700550,2.46203360
1.00194048,1.29474217,0.02195757,1.68249840
0.37039814,2.10625608,5.08475743,1.46645548
0.95253161,1.37099479,5.84224838,1.66827783
0.59883750,1.09017861,4.08577606,1.21095296
0.59454969,1.75672147,2.33534532,1.21838909
0.61129739,1.26835335,1.35033216,2.15941867
0.61070172,1.56636241,0.13465190,1.49047559
0.41093095,1.18208985,3.76004132,0.64892562
1.43466444,1.04791794,5.16599668,2.32078039
0.58773141,1.50489406,5.75185843,1.07301082
1.14784476,1.10536494,1.10365671,1.22083096
0.39012487,2.79424380,0.44664166,1.55299556
0.89939447,1.69359116,0.93263888,2.56784174
0.82644602,1.02838736,2.55736892,2.13619683
0.71941435,1.07585843,2.50329920,2.39914101
0.96681628,1.63058664,1.95911703,2.44937232
0.63660251,1.47455608,1.68896721,2.23685747
0.64917737,1.15586995,5.59071198,2.30390103
1.57490717,1.33417333,2.28335118,1.11497880
0.91014195,1.07080544,5.13902973,1.50521174
0.77679368,1.18120354,1.70853061,1.93115924
0.28730008,1.08078870,6.18910055,2.43418990
0.26042017,1.29435977,3.51338926,2.48303075
1.09550610,2.16047009,0.90195006,0.51465125
0.89583184,1.71967063,1.05264442,0.70747596
0.83710288,2.18347690,1.85354364,0.33593706
0.52084440,1.68071185,4.69577025,2.30138857
0.73287058,2.13911086,1.93016713,1.20178237
1.06035890,1.13452954,4.22391239,1.00456182
0.57162318,1.33036046,5.99030173,1.85119882
0.17893871,1.15842397,5.30837835,1.41137454
0.25167109,1.27154669,1.00956236,2.09375298
1.56855169,1.01479099,2.85197867,2.51286463
0.18736110,1.31540238,2.52281809,1.65412255
1.06900168,1.18642567,4.15117493,1.69159232
0.77969637,2.39985366,3.57698722,1.18030442
0.53623478,1.01041308,3.92756128,2.13363419
0.38707171,1.43467595,2.18343522,2.17627785
0.65963425,1.08799519,4.73794842,1.93993037
0.85868298,1.29657834,5.23659599,0.69209270
0.91630361,1.80065769,0.92103451,2.47266447
0.61241242,2.98751721,1.99448802,0.89298576
0.81448828,1.56751564,5.98341266,1.83108820
0.83636848,2.36715872,0.82677839,0.76314366
0.60793646,2.01436164,2.42340778,1.55191291
0.53940518,1.91681335,0.97560851,1.45588291
0.67264389,1.12897252,1.23189605,1.92824799
0.36029299,1.01838929,0.48111734,1.88938280
1.47332011,1.13487947,1.99238706,2.42202762
0.79323015,1.48204143,2.06826452,1.33491038
0.92049065,1.26513578,1.10129063,2.59694602
1.27174099,1.27837181,1.34917796,1.78374824
0.10391761,1.67511718,5.93529405,1.96721345
1.39727455,1.06581664,0.99709627,1.39216612
0.39652305,2.11807205,0.57671662,1.37598147
0.78553898,1.48421651,1.36980770,0.95534178
0.60049303,1.71257896,2.75244005,2.76113306
1.47162684,1.46768094,4.33728771,2.62477601
1.07638640,1.08110828,1.32957608,0.56030197
0.41522848,1.14683261,5.76068259,1.57089004
0.96095422,1.02607152,3.61949175,2.06557809
0.35437454,1.05840282,0.10255031,2.83733896
0.59263511,1.34267704,4.06652526,2.10550999
0.14251800,1.42389722,0.00228354,1.87716682
0.75239334,1.07486520,2.33308344,1.98000314
0.58397200,1.40102490,1.06705434,1.56660144
1.34540287,2.52272079,4.00351198,1.90366444
0.96919230,1.01723289,4.41769564,1.05459532
1.42593703,1.50989544,4.77701088,2.35674227
0.35358647,1.46455469,2.16520594,1.09627900
0.37519326,1.08938168,0.80169755,1.66661452
0.30768037,1.23316006,0.28548121,2.69346203
0.68764318,1.12756591,3.19242717,2.41300645
0.48423486,5.03303418,2.77108587,0.96974685
0.91114555,1.15858692,1.42614753,0.73841447
0.39420471,1.27517891,2.23756979,0.42317158
1.47273030,1.12054156,5.41170521,1.22924129
0.29696851,4.61435001,1.15395120,0.80212508
0.71065791,2.31779776,4.77360666,2.40339209
1.09577575,1.05332666,5.07823993,1.59041729
0.28896596,1.82401729,6.17103804,1.23529014
0.86570417,1.36134417,5.63900607,1.19489446
0.29500676,2.01494264,1.10242698,1.38047245
0.21642183,1.53997349,2.18836206,1.95693807
0.20573425,1.28859351,2.66782310,0.95423726
0.49339560,1.76794175,0.30217840,1.56311296
1.04920325,1.03809143,2.90315812,1.20735866
0.48371856,1.66053950,0.35151435,2.03169356
0.71716579,1.16677303,1.90957482,1.65925339
0.70376606,1.19179574,4.40630901,1.64640323
0.59814783,5.53837753,2.40517426,0.92948355
0.43633508,1.71109599,4.23831198,2.16982158
1.23971071,1.04195655,3.80646917,0.15490259
1.17271114,1.26317217,4.88875779,1.70965006
0.54165024,1.01291317,2.16095928,1.04920165
0.55276490,1.01780384,1.97798998,0.81083224
1.25806304,1.33193323,5.33396201,0.42640073
0.26234077,1.40685112,5.25831705,1.87273447
0.54923710,1.38274998,2.64524008,1.63052641
0.30638987,2.28704749,0.85358405,1.23678914
0.76444155,1.92449349,0.63878526,2.58217870
1.08831057,1.05992527,2.24285450,2.72481405
0.96110881,1.08705576,0.85316022,2.44626052
0.78819852,1.51541104,5.74173347,2.22445168
0.67277554,1.19396671,2.42825069,1.27846100
0.19958629,1.85508200,4.32253736,1.65420153
1.34060177,1.78628504,5.87311963,1.36917939
0.20657487,1.10815091,4.97284621,0.15306914
0.51198231,1.36026443,5.48336712,1.71433018
0.70396188,1.07947245,1.01601486,0.59387632
0.66814427,1.10823488,2.82334752,1.79145534
0.71972306,1.11950102,1.09663614,2.22625107
0.49609621,2.40841438,3.21602821,1.43351892
0.55431115,1.04795927,3.70880962,1.93875387
0.78267461,1.76949663,0.49698234,2.50891707
0.68506649,1.07372918,4.53238548,2.15729055
0.86583596,2.69819919,4.26138476,1.82920972
0.10669165,1.07179399,5.91989385,0.70138099
0.64369374,1.42695168,1.33296599,2.06878738
0.73969209,1.01366951,1.53432935,1.15212891
0.51997539,1.46931428,5.83539225,2.18289815
0.94119151,2.60784300,3.07007512,1.32192449
0.54254571,1.60812310,0.48058550,2.39248517
0.29916106,1.54132965,2.65108641,1.65978956
0.55142709,1.69695924,2.23808842,1.71458694
0.56458048,1.70528690,1.76542524,2.09925992
0.29698097,2.21783203,2.90221781,1.03134240
0.72443164,1.54757158,1.72261131,2.78408585
0.61183036,1.04968552,2.93332361,2.11172760
0.55924206,3.10485315,1.27345309,3.03813573
0.68685496,1.42428851,2.55153620,1.89872429
0.22984054,1.07078078,5.37337673,1.22152580
1.05235594,2.36193821,0.43844653,0.66603556
1.32886448,1.17520516,3.75133835,2.01237347
0.36830675,1.82333670,3.00539062,1.21595513
0.50033281,1.41783131,4.50210736,2.15699690
0.37699569,2.49663668,3.00952930,1.72319096
0.62516625,1.90653151,2.69877810,1.61423336
0.78071007,1.07599348,0.39436648,0.32155501
0.46224129,1.10940071,1.64794045,1.67083002
0.81286352,1.03973816,4.91637206,1.10108073
0.39602171,1.19650567,3.63764824,0.92688047
0.50509530,1.04214984,4.83085901,2.53952135
0.56146456,1.12330674,3.63464456,1.92768771
0.65685147,1.93682416,4.42466633,1.58829156
0.18198888,2.31256183,1.02633592,0.88626404
1.17358886,1.00730670,1.13263188,1.48716424
0.71240617,1.04333192,0.32491374,2.21460611
0.39613622,1.85325724,4.45426856,2.63208221
0.58573452,1.63581316,2.53110993,2.32199553
0.46027644,1.08281674,3.33209527,1.31783661
0.09285117,2.99418100,0.14710765,2.62460895
0.65027375,1.69869154,1.60870242,1.77416810
0.72377875,1.49831432,6.25820745,2.21968624
1.30201437,1.15797555,2.70182222,0.17680051
0.88539413,1.17388608,6.28202902,1.52083689
1.04574409,1.06778815,6.00476483,2.53227813
1.20020195,1.54514241,1.07011840,0.78871736
0.31125920,1.33472454,0.65853934,0.12733653
1.48363566,1.25159310,5.14164934,1.35118179
0.55854219,1.31235967,2.22825035,1.46553744
0.69387025,1.40568511,0.77658044,2.15795776
0.80405334,1.00128603,1.92096317,2.56460499
1.42354770,1.03570410,3.14149516,0.87250996
0.26502055,1.02935691,4.16555506,1.10062321
0.80746133,3.02650223,4.55138718,2.54068324
1.79516445,1.20823049,3.52712043,1.12568013
0.18247440,2.56433191,3.91196014,1.48476993
0.56099344,1.33515739,3.25251646,2.21275866
1.15576972,1.03793657,1.90271726,2.81665552
0.58808478,1.54472399,4.42295284,1.07816079
1.01079680,1.22102284,0.48124712,2.24603259
0.41610179,2.85200189,4.80690113,0.36062454
0.17642592,1.90963929,1.10528162,2.20701725
0.62192855,1.78249904,3.04834383,2.42239245
0.28226283,2.96493638,2.14111862,1.83849069
0.47007402,1.04658683,3.09364989,2.44476191
0.55792841,2.08706828,5.92777527,1.40586766
0.45845943,1.04016003,2.22930130,2.20587375
1.14973330,1.06638085,2.86714111,1.79811839
0.56111618,2.14614089,1.78550858,0.49665027
0.59562629,1.45892175,5.01720351,1.24051156
0.31250401,1.00402124,6.03730719,1.10396708
0.16990484,3.11491727,0.81807306,1.90474533
0.31344845,1.56395984,0.14833355,1.94691331
1.27697491,1.14299640,2.64273897,0.58892656
1.25262538,1.64581145,1.59562089,1.00287266
1.09465457,1.22888984,2.59270677,1.51946928
0.52551909,1.01107207,4.41752395,0.97164853
1.23557674,1.18939707,6.21172373,1.71540088
0.98612582,1.25845507,1.77864055,0.87070986
0.79942275,2.15769624,2.98790434,0.14923655
0.94449913,1.58315496,2.67813436,1.26465857
0.38241809,2.12517586,5.56468646,2.33136763
0.47536470,1.27401758,4.46391361,0.76426532
1.70494266,1.18888393,0.60777748,1.48627296
0.49240851,1.84260865,4.10446187,2.01292629
0.74693981,1.17095588,0.98419175,1.31725628
0.92819443,2.75164336,3.13445639,0.87774854
1.69470966,1.47819124,3.62579919,1.08851658
0.62057818,1.13538677,0.41224900,2.24554558
0.88037591,1.58397065,1.77983060,2.16567008
1.22872180,1.05634199,3.20629609,0.48920794
1.86548732,1.35464573,5.04099222,2.95970721
0.71576838,1.51322553,1.82854538,0.69192285
0.53018770,1.45452808,2.83264387,1.26468997
0.79670545,1.09556676,4.72450142,1.58610551
0.83522441,3.92058246,2.99087990,1.75589873
0.33303409,1.84140293,1.17975729,2.12394026
1.00960089,1.50989010,6.19350976,0.41525232
0.57149115,1.06180508,3.93139090,0.45206656
0.39630299,1.25916238,1.58466057,1.13527121
0.46621041,1.24301913,4.82176294,1.32399176
1.04205153,1.03066113,1.85320755,1.59939527
1.13080158,1.01280882,2.26037954,1.82570117
0.31235419,1.10877425,2.61234709,2.00982321
0.96948194,1.01718797,4.76774543,2.39862730
0.71169326,1.11743510,4.01423785,2.90865728
0.57249960,2.29417104,0.83299618,1.76739948
0.69102831,1.42170537,0.38530860,0.38741940
1.12163130,1.00757704,0.34088244,1.25803016
1.02083937,1.38078259,2.97712975,2.86616557
0.65704077,1.50412637,0.85212018,1.00574449
0.77787522,1.59166458,2.37615487,2.02068641
0.88313291,1.01706496,0.00119733,0.85707919
1.16123686,2.04158556,6.16324860,1.44141610
0.37103839,3.93820642,4.96259767,2.21293353
0.85129828,1.34791548,1.69231269,0.79298792
1.24183020,1.00418453,0.17161681,1.81816962
0.70653319,1.42712259,2.95791313,2.71991705
0.74419109,1.59844635,6.18945592,2.29209503
0.54945236,1.06068946,4.00983907,0.16522496
0.91554886,1.20741574,3.64127128,2.21036842
0.94186059,1.12031266,0.93120690,0.44976224
0.79838343,1.15983485,3.98932225,1.51126985
0.34932638,1.74074191,1.46544483,2.24370804
0.52685408,1.43665559,3.61698547,0.86775812
0.62238599,1.03682918,4.38119565,1.22034231
0.98968714,2.35381028,1.20077045,1.34561122
0.79564259,1.05335587,5.38726415,0.82668933
1.42433032,1.05263797,1.81417941,1.64672970
0.25886373,1.40952846,0.58528331,1.92440570
0.46522856,2.16321413,0.92689973,1.52585486
0.55776888,2.07409437,3.27874557,1.05123755
0.24836593,1.18773780,5.41893005,1.61745688
0.26181299,1.08984423,0.76492943,0.16970663
1.06448662,2.04190080,0.97780342,0.85774392
0.20227187,1.86466971,1.89470571,1.61791702
1.29591439,1.24667967,2.09787900,2.34775599
0.28853544,1.87074184,5.31160787,0.84964152
0.37225851,1.08923361,5.89125799,1.13610052
0.56119682,1.03042622,4.08844404,1.68155204
0.45734409,1.10177324,2.80997133,1.85900639
0.11103446,1.03854217,1.08617836,0.96427647
0.23664671,4.14500045,4.76441465,0.34198804
0.48729882,1.04471242,2.15427839,0.98652278
0.58822060,1.15175105,1.75620087,1.67688079
0.71057369,1.28771139,1.14130247,2.61660982
0.82529512,1.18460689,1.19887647,2.51546262
0.80369464,1.24673305,4.06243716,0.78581173
0.78878058,1.25328601,1.27613053,1.46030552
0.85101115,1.64077924,5.29024657,1.03299909
0.94219671,1.82288991,1.39844374,1.45320217
0.41748704,2.67684930,4.35945041,2.34216779
0.61080791,1.28969191,3.19838258,1.68670493
0.58269305,1.83601878,1.77226508,0.46009463
0.70051262,1.18149196,3.66301277,1.37265941
0.27666676,1.84564298,2.12728448,0.45749666
0.61398170,1.13950678,4.53818243,2.18570889
0.94036718,2.39277274,3.37772615,2.48245145
0.32441255,1.07360555,1.39942915,2.68583461
0.31653577,1.26843533,6.19948601,2.14034729
1.09638179,1.16282231,4.89268639,1.66789592
0.46223503,1.14743938,5.47982928,2.72129300
1.17807973,2.36467260,4.93319342,1.39843804
0.67995327,1.34103128,6.03143991,1.34219077
0.32466673,1.11114271,6.04219790,2.12964629
0.73455934,1.40270592,1.44175731,1.59500923
0.94890590,1.04934274,4.09928797,0.92425065
0.45248476,1.26276610,2.50706073,0.70608218
0.12032922,1.72142844,2.11400509,2.02797639
1.16094190,1.64914377,3.87017118,1.18851035
0.44398574,2.13356939,3.74603446,1.74177391
1.14962842,1.25145115,1.07878101,2.42563506
0.80867292,1.74903349,0.93936377,1.92635874
1.08685893,1.00564954,3.17729796,1.54506674
0.48602077,1.15623295,1.28323158,1.65935188
0.57713072,1.44492528,5.00753708,1.35015659
0.27653812,1.28263374,3.43952299,1.16312140
0.24038007,1.99193538,5.63963272,1.17857458
0.56049619,1.04570992,4.64734720,1.47241321
0.70114528,2.03087945,1.53527614,2.28137472
1.00924307,1.29874686,2.63863062,0.45907553
0.46414167,1.26705703,3.28727847,1.97765472
0.66560035,1.75676958,4.03616231,2.49197338
0.59856608,1.64292785,2.89365475,1.46307424
0.66902565,1.05749442,3.42942911,1.57883254
0.23523695,2.21466595,0.66717743,0.82241725
0.79375095,1.25561329,1.97425055,0.49856220
0.66452717,1.47355573,3.04940495,2.40976160
1.74013878,1.64223979,2.79355574,2.40274716
0.20864721,1.07123886,2.51371212,1.06265084
0.83691511,2.53987752,0.64420138,2.14337272
0.60546256,1.00232961,5.32919650,1.53714903
0.79170766,1.85112238,6.20206383,2.32234429
0.80234564,1.18213226,4.63803554,1.72379199
0.48338871,2.41721091,5.53082355,2.48277082
1.07272686,1.10542205,2.72521746,1.10463840
0.06092646,1.06783463,0.77441238,1.82454042
0.07588261,2.44906774,1.78450383,0.99507592
0.27499573,1.05457915,3.95416910,1.52090767
1.01932939,1.19472939,0.59242607,2.53626232
0.52031599,2.19407806,3.44501448,2.39008445
0.16166521,2.82832650,1.12985438,2.43274995
0.99210992,1.26244766,0.13765811,2.48464299
0.74124463,1.84708625,3.77736298,2.65019774
0.82628108,2.91924196,4.01575074,1.59507127
0.52752701,1.44270929,3.57658765,1.55179922
0.40323057,1.49939164,2.94086579,0.92347709
0.29787976,1.18096860,0.75776729,1.77868595
0.60015074,1.01466454,2.50111964,2.63098049
1.17114550,1.07317832,1.04097416,1.34952224
0.61641975,1.00701629,0.49711970,2.04695077
0.58091967,1.29161257,1.02396429,1.23281022
0.85965248,1.40289845,4.36263556,2.84443603
0.61981300,3.11321482,1.89583345,0.86485264
0.49887841,1.38075717,0.14517034,1.36057235
1.48834024,1.10514122,6.09422585,0.50234763
0.34797639,1.16848888,2.82342097,2.51465146
0.74165294,1.08789211,2.17828443,1.81733856
0.74600415,1.19014413,1.95559035,2.32095602
0.86585687,1.48364455,4.24704612,1.88688665
0.53915983,1.67608152,0.56965525,1.72639689
0.26478891,1.88666486,1.56617309,1.39853186
0.47155004,1.09094388,4.31404629,1.12347185
0.55645096,1.18125000,3.50842999,1.09358752
0.70017348,1.07455761,1.44885931,2.24794608
0.42388275,1.22632769,5.83595844,2.69516010
0.71940639,2.40174077,5.41877353,0.73458354
1.22204184,1.23048991,5.16827411,1.01129167
1.03655441,1.05126221,2.76073832,0.86644456
0.49814362,1.37151792,2.18372854,1.36354019
0.04787253,1.66252610,1.73556623,1.83905586
0.25376588,2.30796847,1.47579758,0.85170968
0.52196415,2.40056985,3.30572720,1.39594682
0.75118871,1.18991037,3.52512940,2.21359617
1.44498319,1.07388952,1.84592894,2.12968696
0.72263902,1.31020104,0.72510415,0.63336539
0.82614577,1.48577766,5.12452855,0.48873870
0.72197777,1.34010434,5.98778293,1.00946699
0.48129720,1.25293930,3.81024131,1.22881142
0.59924557,1.50202290,3.94984794,2.01639791
0.67598338,1.14048263,4.46438549,2.01962004
0.50150515,1.79644830,6.05436885,2.22134525
0.55442594,1.05873935,0.60682829,1.36014626
1.22251429,1.59600349,1.13337120,3.11334805
0.47453341,1.18911753,0.95241666,2.66634088
0.38614341,1.13923495,5.12526387,1.18098243
0.40508294,2.62407916,3.86812584,0.83981692
0.76555189,1.55395659,2.20214882,1.31754752
0.59699920,1.32007138,4.63032874,2.49597310
0.63327527,3.46625093,1.51308190,1.50377987
0.80911258,1.82957829,5.73332351,1.94662730
0.75692819,1.32988419,0.59893645,2.70565927
0.51101579,1.08237116,3.27567472,2.71909551
0.34887404,1.28944467,5.84446770,0.37633006
0.91627494,1.01235776,1.64223403,0.96777898
0.59092825,1.39112205,2.87319728,1.20238422
0.99506548,1.44608007,3.74131301,0.74794627
0.76067250,1.37955870,0.02473484,2.33036373
0.24984734,1.04122436,3.10894543,1.52372890
0.71189183,1.28348396,2.17655289,1.99466355
1.11824922,1.47562992,4.75001168,1.18512451
0.81743998,1.33450534,1.63703435,2.31305921
0.36804128,1.19230411,3.37026955,1.72551270
0.29251482,2.02426659,2.90273485,2.36646745
0.62592989,1.13965293,1.94530390,0.41630252
0.60723523,1.05014872,4.71392950,1.00542710
0.74228889,1.02251288,4.31833536,2.34311746
0.35677056,1.19213465,3.15432892,1.58413037
0.11423612,2.77097759,6.14925124,1.75974201
0.23485907,1.10576541,5.40934425,1.22468572
1.02277883,1.39099865,0.63941629,2.83489878
0.45435510,2.12748751,2.69484893,2.33919182
1.14643890,1.24505807,1.94633495,2.56440660
0.46201832,1.05352691,2.24098661,2.11166843
0.50815629,1.10682452,0.82998373,1.56132068
0.39153796,1.12768630,3.66973065,1.77237842
0.92648405,1.31071219,5.13899075,2.42260528
0.70546341,1.21321874,3.81600448,0.82787782
0.86011451,1.29720846,5.50412445,2.94663549
0.68441921,1.11354982,3.20980868,2.34341262
0.56663389,1.20599179,4.81237797,2.62203845
0.92859914,1.01965519,4.25714931,1.59654313
0.38959040,1.06035907,4.75476166,1.31851766
0.24888984,1.16952002,4.08256012,0.27106840
0.27261157,1.08653898,1.68923766,1.45802405
0.37088432,1.01140036,5.42594244,2.47851012
0.33185718,1.15181909,6.25587435,2.02938786
0.35548450,2.44350753,5.06763674,1.61124692
0.75924734,1.30069878,3.10161635,1.44557728
0.87334184,1.52112532,5.03050670,2.48015486
1.45463717,1.04511759,4.52735580,2.14625641
0.31621712,1.38811174,3.23206429,2.02680461
0.53437756,1.18716739,1.11713588,1.94301312
0.46520010,1.17802377,5.81658727,2.30155485
1.00113296,1.68975316,3.85162973,1.22904238
0.20925712,2.81392751,6.00848621,2.13470012
0.99973281,1.26256055,4.63077570,2.05052198
1.25314144,1.21559271,0.35092025,1.45591694
0.45570938,1.21541056,0.89221154,0.80764239
0.57317416,1.30672738,1.38608408,2.41255135
0.78168543,1.20878442,0.23431005,1.51918219
0.19444782,2.92184501,4.63951269,1.44878116
0.17360114,1.88141939,0.09798122,1.31578849
0.59932852,1.25859404,3.37614564,1.27672273
1.41449678,1.25993724,3.39136213,1.28857682
0.81389118,1.15795920,3.98667803,1.19396269
0.60630534,1.01144726,0.27055409,2.20240171
0.54807183,5.00290177,2.70546534,0.32048771
0.78775380,1.62233880,3.96564560,0.65220184
0.89701808,1.06132305,1.60370133,2.51133363
0.93247262,1.46891137,3.25666142,1.99258773
0.36449413,2.24363507,0.08115631,1.18218989
0.93565954,1.13357539,6.12598233,1.27006012
0.83645677,1.62014419,6.04628809,1.36522345
0.34654149,2.03596498,6.18188456,1.54788924
0.97891455,1.08761215,2.66162807,1.75868229
0.93698990,1.43429351,5.67993480,1.57280711
0.54796688,1.00205319,4.78874246,2.26555431
0.92228497,1.36946642,5.73655670,2.25018528
0.78592402,1.22725022,4.96436699,1.56694734
0.64553017,1.17912266,4.23550894,2.17306920
0.89679730,1.36099894,5.54002479,1.16838031
1.06324017,1.18516465,0.69498937,1.32805724
0.80170613,1.40756614,0.91608123,1.87818577
0.63860200,1.06536070,4.63624412,1.12814116
1.05108598,1.16525420,3.77147654,1.35494742
1.09838796,1.02865739,4.80462035,0.85751204
0.53849987,1.95872719,0.11277032,1.57279637
0.72378401,1.16687112,1.15485809,1.34278639
0.55436378,1.00245927,2.75317281,2.19413483
0.21853069,1.62713759,0.46013822,1.49082034
0.82653081,2.04418123,6.12884523,0.56230182
0.53601016,2.93914232,2.23171094,1.14470022
0.61860326,1.92058659,2.93724457,2.45030166
0.75886914,2.16297735,4.34117161,2.62609749
0.94232602,2.05312828,5.38118089,1.16007065
0.96772997,1.66566058,0.54248729,2.12922505
0.51178414,1.68138153,4.78439946,2.29805539
0.90110470,1.15410051,4.03279461,2.50925292
0.30070944,1.69668944,4.40872726,1.60183176
0.42048498,1.98170959,2.86627796,0.85320839
0.56809264,1.02815501,5.25425812,1.93542768
0.63399046,1.58764800,1.83532519,1.49582020
0.57163089,1.00270662,0.57414981,1.90585234
0.25761671,2.61706473,1.71890799,1.00288285
0.80826065,2.67176078,0.19578732,2.20416787
0.18153114,7.36337606,0.16602176,1.15639373
0.61957348,1.82912217,4.94787842,0.90280607
0.45765644,1.65541032,1.04814821,0.60925870
1.04141124,2.19056870,1.27016176,0.64602013
0.29026619,1.37049080,2.26664995,1.63784238
0.31600328,1.12959292,4.84481485,1.74146733
0.19750521,1.19659048,5.41131445,0.68159277
0.66052420,1.66834350,4.16706204,1.04427553
0.42732653,1.37880299,5.35632393,0.51454087
0.49218778,1.03954059,0.28895908,2.60959505
0.14695086,4.20827757,5.34150746,0.99233223
1.03229849,1.40183390,3.57784630,2.69507554
0.37813835,1.15913393,3.99141632,1.44117053
0.88128744,1.10831739,0.16304983,2.14511166
1.31224187,1.09509919,5.83859857,0.83381484
0.55834457,1.34130834,4.72563424,2.11857799
0.14434559,1.22101146,4.27135514,1.17903780
0.20587111,1.22505949,4.03684144,1.84912102
0.90075076,1.15061209,0.56015013,1.09259576
1.00639596,1.08950021,5.51821557,2.12667800
0.27968333,2.16983175,1.33184638,1.59722170
0.85967569,1.68647769,3.86569848,1.06100959
1.33224070,1.13186786,4.41818592,1.17240422
1.47045704,1.18174835,6.19971255,1.04706395
0.85323183,1.07537471,4.31397124,2.56068142
1.11113952,1.08401941,5.90440664,2.40364232
1.09112506,1.74145500,4.44422510,1.72271499
0.58313291,1.31613302,1.41380314,2.45708060
0.34309498,2.76662189,5.84438351,0.81795620
0.60766419,1.16517837,0.39073380,0.54015081
0.81156366,2.78854284,5.94609977,1.95771655
0.18646957,1.36029911,4.90542118,0.65457724
0.75279122,1.19747536,1.64377833,1.53628058
0.47619979,2.38814750,0.90059525,1.22019487
0.40942885,1.59564565,0.10107506,1.14622289
0.74625237,1.43391661,3.56979224,1.43584783
0.63640713,3.40234990,0.43062119,1.27220174
0.44405360,1.13595326,4.44360114,0.17358778
0.69192371,1.01782885,4.62137203,1.04441470
0.73062304,1.46223131,1.12056749,1.44774462
0.65598667,3.36567425,3.07081073,0.73980609
0.25358350,1.08631076,0.62418505,1.01605991
0.21594190,1.06114519,0.37327671,0.64735878
1.06019736,1.68113613,0.78085069,1.99235757
1.19914276,1.13717673,3.49767731,1.71695218
1.32749997,1.19785757,3.93100595,1.58936854
0.26800536,1.33260243,5.44727321,2.58833773
0.95655823,1.29064488,1.43925122,1.16580432
1.07405650,2.52444688,5.65690089,1.64903903
0.89264732,1.18750790,5.92929565,1.71826965
0.77528466,1.95126421,2.19557882,1.72153250
0.82704507,1.34265476,0.87392028,1.58180298
1.26729854,1.45534341,3.76510642,0.94288793
0.67585401,1.45705144,0.73364952,0.96870197
1.06233498,1.01972142,1.44493092,1.78404692
0.61196402,1.08473572,3.02835590,2.52075071
0.49278167,2.82276554,3.72683876,1.90716801
0.70131454,2.10796014,2.94348606,2.42282426
0.27945693,1.58963783,5.54236195,2.29583728
0.50969938,2.13270549,2.78277872,1.01289979
0.43088286,1.11169805,5.37156894,1.66275740
0.45764550,1.80801711,5.42692785,1.54619219
0.13907864,1.35428465,5.90903978,1.09690410
0.72233092,1.34418138,5.15216701,0.76187490
0.90726278,1.28642937,3.60387825,1.92077274
0.79546310,1.97131138,1.70826329,1.54033285
0.73332362,1.45296421,3.92959772,2.19595318
0.45385862,1.76729118,1.27748927,2.56272491
0.79699666,1.86132452,5.38072137,2.01858930
0.52375235,1.33925563,3.64479971,1.62873406
0.59819781,1.47344869,5.34566012,1.57483156
